40;65;1;4
100;51;1;4
160;43;2;4
200;40;2;4
400;29;2;4
600;22;3;4
40;42;1;3
100;34;1;3
160;30;1;3
200;28;2;3
400;21;2;3
600;18;2;3
40;26;1;2
100;22;1;2
160;19;1;2
200;18;1;2
400;15;1;2
600;13;2;2
40;18;1;1
100;14;1;1
160;12;1;1
200;12;1;1
400;9;1;1
600;7;1;1
